ts,funding_bps,cost_bps,adverse_buffer_bps,original_expected_spread_bps,original_expected_edge_bps,required_half_bps,scenario_half_bps,scenario_expected_spread_bps,scenario_edge_bps,scenario_pass
1777016016.5037324,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016016.5037324,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016016.7731984,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016018.035378,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016018.3012846,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016018.544604,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016020.1040533,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016020.363052,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,8.0,16.0,-13.43,False
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,10.0,20.0,-9.43,False
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,12.0,24.0,-5.43,False
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,14.0,28.0,-1.4299999999999997,False
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,15.0,30.0,0.5700000000000003,True
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,16.0,32.0,2.5700000000000003,True
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,18.0,36.0,6.57,True
1777016023.2029743,0.5700000000000001,28.0,2.0,16.0,-13.43,14.715,20.0,40.0,10.57,True
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016023.4790387,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016023.7060854,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016024.9780765,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016025.2337327,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016025.5036092,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016025.7366285,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016026.0030353,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016026.2422962,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016026.491213,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016026.7422454,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016028.5036278,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016028.7676508,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016030.8224773,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016032.118274,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016032.3814592,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016032.6112635,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016032.8606505,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016033.1207263,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016033.3761528,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016033.6192565,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016033.8765638,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016034.1422021,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,15.0,30.0,0.5799999999999983,True
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,16.0,32.0,2.5799999999999983,True
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,18.0,36.0,6.579999999999998,True
1777016034.4047728,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,20.0,40.0,10.579999999999998,True
1777016036.4675624,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,8.0,16.0,-13.420000000000002,False
1777016036.4675624,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,10.0,20.0,-9.420000000000002,False
1777016036.4675624,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,12.0,24.0,-5.420000000000002,False
1777016036.4675624,0.58,28.0,2.0,16.0,-13.420000000000002,14.71,14.0,28.0,-1.4200000000000017,False
